order_id,customer_id,product_id,order_timestamp,quantity,unit_price,discount_pct,status,updated_at
O0000110,C02753,P0257,2025-02-26T20:46:00+00:00,5,36267.98,0.15,PAID,2025-02-27T04:46:00+00:00
O0000111,C01710,P0241,2026-08-04T02:47:00+00:00,4,6477.71,0.15,PAID,2026-08-06T17:47:00+00:00
O0000112,C02709,P0344,2025-11-08T06:39:00+00:00,0,2785.93,0.05,PACKED,2025-11-11T06:39:00+00:00
O0000113,C02318,P0331,2025-06-19T16:16:00+00:00,4,58553.68,0.15,DELIVERED,2025-06-20T06:16:00+00:00
O0000114,C02250,P0597,2025-04-13T23:12:00+00:00,5,82104.05,0,PENDING,2025-04-16T18:12:00+00:00
O0000115,C00004,P0003,2026-07-18T15:10:00+00:00,6,19688.11,0,PAID,2026-07-21T10:10:00+00:00
O0000116,C02123,P0317,2025-11-17T21:25:00+00:00,2,57146.44,0.05,SHIPPED,2025-11-19T06:25:00+00:00
O0000117,C02356,P0180,2025-11-20T23:02:00+00:00,1,80463.88,0.15,DELIVERED,2025-11-22T21:02:00+00:00
O0000118,C01404,P0289,2025-05-20T02:28:00+00:00,2,29937.24,0,CANCELLED,2025-05-21T09:28:00+00:00
O0000119,C00338,P0566,2026-03-03T23:33:00+00:00,5,84025.91,0,DELIVERED,2026-03-06T07:33:00+00:00
O0000120,C00225,P0129,2025-10-10T10:42:00+00:00,6,77576.92,0.1,PENDING,2025-10-12T00:42:00+00:00
O0000121,C01065,P0486,2025-03-10T17:59:00+00:00,1,31187.76,0,PAID,2025-03-12T15:59:00+00:00
O0000122,C00913,P0188,2026-04-20T20:26:00+00:00,1,8296.15,0,PENDING,2026-04-20T20:26:00+00:00
O0000123,C02236,P0072,2026-05-17T20:41:00+00:00,8,6407.85,0.05,SHIPPED,2026-05-20T01:41:00+00:00
O0000124,C00538,P0318,2026-08-10T23:33:00+00:00,8,26681.18,0,DELIVERED,2026-08-11T07:33:00+00:00
O0000125,C01785,P0209,2025-09-09T18:24:00+00:00,4,3217.97,0.1,SHIPPED,2025-09-11T07:24:00+00:00
O0000126,C02642,P0378,2025-07-02T04:20:00+00:00,6,65788.09,0,PAID,2025-07-04T16:20:00+00:00
O0000127,C01665,P0222,2025-06-03T22:50:00+00:00,2,25358.22,0.05,PENDING,2025-06-04T10:50:00+00:00
O0000128,C02357,P0029,2025-07-22T09:40:00+00:00,7,16882.32,0.1,CANCELLED,2025-07-22T13:40:00+00:00
O0000129,C01464,P0102,2025-06-04T10:08:00+00:00,5,50143.28,0,SHIPPED,2025-06-06T11:08:00+00:00
O0000130,C02129,P0271,2025-06-28T03:17:00+00:00,2,65786.22,0,DELIVERED,2025-06-29T15:17:00+00:00
O0000131,C01784,P0164,2026-06-20T20:22:00+00:00,8,53800.39,0,PENDING,2026-06-20T21:22:00+00:00
O0000132,C00248,P0176,2025-04-22T20:19:00+00:00,3,36182.16,0,PENDING,2025-04-23T09:19:00+00:00
O0000133,C01239,P0201,2025-03-28T02:27:00+00:00,2,83728.12,0.15,CANCELLED,2025-03-30T04:27:00+00:00
O0000134,C00290,P0191,2026-07-07T02:31:00+00:00,4,51738.56,0.1,PAID,2026-07-09T03:31:00+00:00
O0000135,C00927,P0275,2025-12-03T21:07:00+00:00,4,58180.64,0,DELIVERED,2025-12-04T17:07:00+00:00
O0000136,C02895,P0067,2025-05-24T14:58:00+00:00,8,68969.66,0.1,CANCELLED,2025-05-26T10:58:00+00:00
O0000137,C00618,P0345,2025-02-15T09:21:00+00:00,4,73154.7,0.15,SHIPPED,2025-02-15T13:21:00+00:00
O0000138,C01839,P0079,2026-04-30T02:02:00+00:00,4,24296.45,0.15,PACKED,2026-05-01T00:02:00+00:00
O0000139,C01890,P0222,2025-05-18T16:45:00+00:00,4,25358.22,0.1,PAID,2025-05-20T03:45:00+00:00
O0000140,C02543,P0495,2025-06-01T08:28:00+00:00,1,12972.89,0.05,PACKED,2025-06-04T04:28:00+00:00
O0000141,C00308,P0307,2026-06-03T07:30:00+00:00,7,74775.57,0,DELIVERED,2026-06-06T07:30:00+00:00
O0000142,C02881,P0501,2025-11-29T16:19:00+00:00,5,27209.3,0.05,PAID,2025-11-30T17:19:00+00:00
O0000143,C02102,P0242,2026-07-26T10:03:00+00:00,2,76493.62,0.05,PAID,2026-07-28T03:03:00+00:00
O0000144,C00358,P0119,2025-09-02T10:15:00+00:00,3,52861.96,0.1,DELIVERED,2025-09-02T11:15:00+00:00
O0000145,C01743,P0347,2026-02-03T02:48:00+00:00,2,79622.52,0,SHIPPED,2026-02-04T19:48:00+00:00
O0000146,C01081,P0333,2025-08-03T08:11:00+00:00,8,23586.84,0,PENDING,2025-08-05T01:11:00+00:00
O0000147,C02149,P0377,2026-02-10T02:06:00+00:00,2,64363.13,0.15,PAID,2026-02-12T15:06:00+00:00
O0000148,C02353,P0258,2025-01-24T22:11:00+00:00,2,57049.13,0.1,DELIVERED,2025-01-26T22:11:00+00:00
O0000149,C00814,P0275,2026-09-06T02:14:00+00:00,7,58180.64,0.1,PENDING,2026-09-08T15:14:00+00:00
O0000150,C02673,P0107,2025-12-11T08:47:00+00:00,4,8740.43,0,PACKED,2025-12-11T20:47:00+00:00
O0000151,C02807,P0019,2025-11-26T19:49:00+00:00,2,86867.06,0.05,DELIVERED,2025-11-27T07:49:00+00:00
O0000152,C01555,P0303,2025-02-16T20:16:00+00:00,1,62217.86,0,CANCELLED,2025-02-18T07:16:00+00:00
O0000153,C01760,P0014,2025-03-18T08:08:00+00:00,5,77030.15,0.1,PACKED,2025-03-21T01:08:00+00:00
O0000154,C02084,P0110,2026-02-18T08:22:00+00:00,7,20157.1,0,PENDING,2026-02-19T00:22:00+00:00
O0000155,C00916,P0202,2025-02-04T04:14:00+00:00,8,24977.16,0,PACKED,2025-02-05T07:14:00+00:00
O0000156,C00347,P0007,2025-01-27T20:40:00+00:00,1,50875.77,0,CANCELLED,2025-01-28T04:40:00+00:00
O0000157,C00814,P0091,2026-03-18T15:28:00+00:00,6,77292.24,0.15,PENDING,2026-03-21T02:28:00+00:00
O0000158,C02035,P0339,2025-07-28T05:10:00+00:00,1,66565.59,0.1,PACKED,2025-07-29T13:10:00+00:00
O0000159,C01208,P0447,2025-09-14T07:28:00+00:00,5,84776.42,0.15,PENDING,2025-09-14T21:28:00+00:00
O0000160,C00737,P0173,2025-05-13T01:50:00+00:00,2,86089.35,0.05,PENDING,2025-05-13T14:50:00+00:00
O0000161,C00566,P0089,2025-01-25T13:04:00+00:00,2,5318.79,0.1,SHIPPED,2025-01-25T19:04:00+00:00
O0000162,C00490,P0278,2026-02-15T10:07:00+00:00,1,70675.37,0,DELIVERED,2026-02-17T08:07:00+00:00
O0000163,C01114,P0293,2025-07-09T01:14:00+00:00,4,2493.32,0,DELIVERED,2025-07-11T13:14:00+00:00
O0000164,C01665,P0454,2025-08-25T05:34:00+00:00,7,68631.05,0,PAID,2025-08-28T01:34:00+00:00
O0000165,C02688,P0317,2025-01-22T16:27:00+00:00,6,57146.44,0,PENDING,2025-01-25T02:27:00+00:00
O0000166,C02593,P0217,2025-12-27T22:55:00+00:00,8,8132.52,0,PENDING,2025-12-29T06:55:00+00:00
O0000167,C00790,P0211,2025-08-20T22:46:00+00:00,6,43309.6,0,DELIVERED,2025-08-22T18:46:00+00:00
O0000168,C02227,P0107,2026-07-16T00:35:00+00:00,5,8740.43,0.1,CANCELLED,2026-07-19T00:35:00+00:00
O0000169,C01160,P0199,2025-05-23T04:07:00+00:00,8,43002.58,0,SHIPPED,2025-05-25T06:07:00+00:00
O0000170,C00139,P0442,2025-03-27T13:45:00+00:00,3,17818.66,0.15,PACKED,2025-03-29T15:45:00+00:00
O0000171,C00546,P0575,2026-04-24T14:06:00+00:00,1,78065.9,0,CANCELLED,2026-04-25T15:06:00+00:00
O0000172,C00827,P0528,2026-04-12T11:27:00+00:00,8,14904.9,0.1,CANCELLED,2026-04-12T20:27:00+00:00
O0000173,C02628,P0387,2025-03-10T01:01:00+00:00,7,76857.93,0,DELIVERED,2025-03-12T16:01:00+00:00
O0000174,C02685,P0016,2025-11-27T14:10:00+00:00,7,24970.01,0,PENDING,2025-11-30T09:10:00+00:00
O0000175,C00324,P0537,2025-01-09T17:42:00+00:00,6,62239.19,0,PENDING,2025-01-10T14:42:00+00:00
O0000176,C00638,P0566,2026-03-17T10:53:00+00:00,7,84025.91,0.15,DELIVERED,2026-03-18T05:53:00+00:00
O0000177,C02288,P0282,2026-07-02T12:05:00+00:00,6,48696.2,0,SHIPPED,2026-07-04T05:05:00+00:00
O0000178,C01082,P0381,2025-02-09T21:26:00+00:00,8,32252.06,0,DELIVERED,2025-02-11T01:26:00+00:00
O0000179,C00305,P0518,2025-11-12T12:27:00+00:00,6,6997.51,0,DELIVERED,2025-11-14T13:27:00+00:00
O0000180,C00780,P0431,2026-02-23T10:31:00+00:00,3,56797.47,0.1,CANCELLED,2026-02-26T03:31:00+00:00
O0000181,C02703,P0009,2025-12-04T10:15:00+00:00,1,73194.48,0,SHIPPED,2025-12-04T11:15:00+00:00
O0000182,C02893,P0589,2026-01-15T11:43:00+00:00,4,60875.53,0,CANCELLED,2026-01-16T17:43:00+00:00
O0000183,C01257,P0303,2026-03-21T08:55:00+00:00,2,62217.86,0,CANCELLED,2026-03-21T23:55:00+00:00
O0000184,C02008,P0226,2025-08-19T19:29:00+00:00,5,89537.04,0,CANCELLED,2025-08-21T19:29:00+00:00
O0000185,C00602,P0516,2026-07-29T18:32:00+00:00,7,81141.87,0,CANCELLED,2026-08-01T02:32:00+00:00
O0000186,C00249,P0545,2025-03-07T23:59:00+00:00,6,38240.67,0,PENDING,2025-03-08T11:59:00+00:00
O0000187,C02310,P0156,2026-04-03T02:21:00+00:00,7,77342.38,0.1,PAID,2026-04-06T00:21:00+00:00
O0000188,C01391,P0547,2026-07-29T19:51:00+00:00,4,64728.88,0,PAID,2026-07-31T19:51:00+00:00
O0000189,C02761,P0349,2025-03-13T13:01:00+00:00,8,3256.87,0.15,DELIVERED,2025-03-14T03:01:00+00:00
O0000190,C02053,P0233,2026-02-07T11:25:00+00:00,5,85736.43,0,CANCELLED,2026-02-09T20:25:00+00:00
O0000191,C00846,P0361,2025-08-16T14:45:00+00:00,4,43456.93,0.05,PACKED,2025-08-18T01:45:00+00:00
O0000192,C02114,P0402,2026-08-29T04:51:00+00:00,6,11134.18,0,CANCELLED,2026-08-30T17:51:00+00:00
O0000193,C00238,P0117,2025-12-07T21:28:00+00:00,6,27934.41,0,PENDING,2025-12-10T21:28:00+00:00
O0000194,C01327,P0118,2025-07-19T14:12:00+00:00,3,44312.94,0,DELIVERED,2025-07-20T17:12:00+00:00
O0000195,C00619,P0451,2026-07-21T01:47:00+00:00,4,66948.71,0.05,PACKED,2026-07-22T05:47:00+00:00
O0000196,C02459,P0580,2025-09-08T22:22:00+00:00,1,33069.6,0.15,DELIVERED,2025-09-11T16:22:00+00:00
O0000197,C02546,P0004,2025-01-23T15:34:00+00:00,4,23373.7,0.05,PACKED,2025-01-24T12:34:00+00:00
O0000198,C01863,P0543,2025-08-23T12:23:00+00:00,7,54041.44,0.15,PACKED,2025-08-24T17:23:00+00:00
O0000199,C01741,P0369,2026-03-24T20:02:00+00:00,4,15848.66,0,DELIVERED,2026-03-27T15:02:00+00:00
O0000200,C00260,P0444,2026-04-16T21:16:00+00:00,3,81498.76,0,PAID,2026-04-17T19:16:00+00:00
O0000201,C01703,P0120,2026-08-12T05:18:00+00:00,3,12754.97,0.1,PACKED,2026-08-14T20:18:00+00:00
O0000202,C00961,P0330,2025-05-17T03:49:00+00:00,3,71325.1,0.1,SHIPPED,2025-05-19T00:49:00+00:00
O0000203,C02532,P0443,2026-05-14T18:33:00+00:00,2,82138.91,0.15,PACKED,2026-05-15T15:33:00+00:00
O0000204,C00912,P0078,2025-06-01T19:42:00+00:00,7,669.78,0.15,DELIVERED,2025-06-02T18:42:00+00:00
O0000205,C02425,P0194,2026-08-07T01:57:00+00:00,1,46283.12,0.05,PAID,2026-08-07T05:57:00+00:00
O0000206,C02548,P0424,2025-10-02T12:33:00+00:00,7,44079.52,0,PENDING,2025-10-04T17:33:00+00:00
O0000207,C02740,P0190,2026-08-26T11:36:00+00:00,8,27131.31,0.15,PENDING,2026-08-26T13:36:00+00:00
O0000208,C00051,P0517,2026-01-11T05:50:00+00:00,5,25482.11,0,PAID,2026-01-14T04:50:00+00:00
O0000209,C02996,P0502,2026-01-13T04:35:00+00:00,6,46377.67,0,PACKED,2026-01-15T16:35:00+00:00
O0000210,C01699,P0492,2025-04-07T19:59:00+00:00,3,24199.17,0.15,PACKED,2025-04-08T18:59:00+00:00
O0000211,C01895,P0542,2026-03-09T13:24:00+00:00,3,71516.82,0.1,CANCELLED,2026-03-10T02:24:00+00:00
O0000212,C01827,P0542,2026-05-21T08:39:00+00:00,6,71516.82,0.1,CANCELLED,2026-05-23T00:39:00+00:00
O0000213,C02880,P0329,2025-08-14T21:41:00+00:00,5,38003.83,0,CANCELLED,2025-08-15T11:41:00+00:00
O0000214,C01883,P0459,2025-04-09T13:35:00+00:00,3,40470.45,0.05,DELIVERED,2025-04-09T16:35:00+00:00
O0000215,C01755,P0217,2025-01-23T13:53:00+00:00,4,8132.52,0,PENDING,2025-01-26T03:53:00+00:00
O0000216,C01032,P0593,2026-06-25T12:39:00+00:00,4,18364.72,0,CANCELLED,2026-06-27T09:39:00+00:00
O0000217,C01911,P0479,2025-01-30T14:14:00+00:00,3,19850.86,0,SHIPPED,2025-02-02T09:14:00+00:00
O0000218,C02970,P0180,2025-03-29T14:49:00+00:00,7,80463.88,0.15,PENDING,2025-03-30T18:49:00+00:00
O0000219,C02926,P0548,2026-07-17T20:04:00+00:00,2,69028.89,0,DELIVERED,2026-07-20T08:04:00+00:00
O0000220,C00887,P0066,2026-08-09T14:44:00+00:00,3,15462.19,0.1,SHIPPED,2026-08-10T07:44:00+00:00
O0000221,C00506,P0013,2025-02-20T22:23:00+00:00,1,4808.32,0.15,SHIPPED,2025-02-21T05:23:00+00:00
